Neighborhood,quarter,year,time,NeighNum,OffenseCount,qtr_numeric,level,pop_2010,pop_2020,age_under18_2010,age_under18_2020,age_1864_2010,age_1864_2020,age_over65_2010,age_over65_2020,median_age_2010,median_age_2020,area_sq_mile_2010,area_sq_mile_2020,pop_black_2010,pop_black_2020,pop_white_2010,pop_white_2020,pop_hispanic_2010,pop_hispanic_2020,rentburd_pct_2010,rentburd_pct_2020,home_owner_pct_2010,home_owner_pct_2020,turnout_2020,no_ged_2010,no_ged_2020,BA_or_higher_2010,BA_or_higher_2020,tree_canopy_pct_2020,poverty_rate_2010,poverty_rate_2020,expDate,pct_white_2020,pct_black_2020,pct_hispanic_2020
Piedmont,2022 Q2,2022,30,70,122,2022.25,4,7025,7033,1338,1100,4925,5043,762,890,37.60556411743164,39.68357849121094,0.9636372327804565,1.150183439254761,1588,1041,4906,5431,743,749,0.536785364151001,0.6305797696113586,0.66191166639328,0.5610895752906799,0.7788639664649963,0.09891872853040695,0.07667337357997894,0.4323665201663971,0.5528368949890137,0.1855477541685104,0.1340594738721848,0.1359147131443024,2024-02-09,0.7722166927342529,0.1480164936726859,0.10649793829091427
Pleasant Valley,2022 Q2,2022,30,71,91,2022.25,4,12386,13409,3390,3126,7732,8207,1264,2075,36.56974411010742,38.30842590332031,6.691912740468979,6.694942474365234,639,1007,9532,9467,1116,1565,0.5266518592834473,0.6710641980171204,0.7670641541481018,0.736709713935852,0.6273157596588135,0.1335940659046173,0.1016595512628555,0.240465834736824,0.3124297857284546,0.3773545026779175,0.1238797232508659,0.1426106095314026,2024-02-09,0.7060183458870908,0.07509881422924901,0.11671265567902155
Portsmouth,2022 Q2,2022,30,72,108,2022.25,4,9650,10149,3035,2466,6017,6706,598,977,29.30427932739258,33.49660873413086,1.087768912315369,1.082287549972534,2122,2060,5825,6261,2202,2362,0.6274852752685547,0.5896608829498291,0.4301619827747345,0.5388815402984619,0.606013298034668,0.1937377601861954,0.1591602116823196,0.2360905557870865,0.3579797148704529,0.2567860186100006,0.241955429315567,0.3413829207420349,2024-02-09,0.6169080697605676,0.2029756626268598,0.2327322888954577
Powellhurst-Gilbert,2022 Q2,2022,30,73,359,2022.25,4,30717,33070,8797,7869,19082,21249,2839,3953,32.76080322265625,36.05202484130859,4.227553069591522,4.228308200836182,2680,3708,20618,19693,4743,5417,0.5312348008155823,0.5780891180038452,0.5022372007369995,0.5160860419273376,0.4840232133865356,0.2352483123540878,0.1593339890241623,0.1330056190490723,0.2124127447605133,0.2870382964611053,0.2529554069042206,0.1561333388090134,2024-02-09,0.5954944058058663,0.11212579377078924,0.163804052010886
Reed,2022 Q2,2022,30,74,73,2022.25,4,4399,4734,380,443,3353,3572,666,719,37.00999450683594,36.47856140136719,0.6795942187309265,0.6797158718109131,184,200,3864,3992,239,371,0.4453911781311035,0.4118116497993469,0.3781310319900513,0.4428634941577911,0.5825256109237671,0.04347826167941093,0.02996254712343216,0.4476218223571777,0.5173889994621277,0.294746607542038,0.1158505827188492,0.1199361383914948,2024-02-09,0.8432615124630334,0.04224757076468103,0.07836924376848331
Richmond,2022 Q2,2022,30,75,227,2022.25,4,11627,13508,1891,2126,8818,9949,918,1433,36.4444694519043,38.01589965820313,1.271680951118469,1.278241753578186,256,341,10527,12143,539,962,0.4185762107372284,0.4178436100482941,0.5839752554893494,0.5323757529258728,0.7876471877098083,0.04317070543766022,0.01699020899832249,0.5869521498680115,0.6659094095230103,0.2653845548629761,0.1381945013999939,0.09499010443687439,2024-02-09,0.8989487710986083,0.025244299674267102,0.0712170565590761
Rose City Park,2022 Q2,2022,30,76,125,2022.25,4,8958,9604,1768,1954,6393,6198,797,1451,40.10179138183594,42.24676513671875,1.196956276893616,1.197157502174377,265,363,8050,8585,351,552,0.4592228531837463,0.3911916613578796,0.6475023031234741,0.7454999089241028,0.8796155452728271,0.05075199156999588,0.02900990284979343,0.5381969809532166,0.653920590877533,0.2344049513339996,0.1006476283073425,0.05656170099973679,2024-02-09,0.8938983756768013,0.037796751353602664,0.05747605164514785
Roseway,2022 Q2,2022,30,77,86,2022.25,4,6353,6725,1132,1162,4575,4578,647,985,39.5218620300293,41.24189758300781,0.9211148545145988,0.9212505221366882,347,325,5396,5782,371,520,0.480951726436615,0.6589272618293762,0.7029805779457092,0.675387978553772,0.8148717880249023,0.05649914965033531,0.04807111248373985,0.4556915163993835,0.5294362306594849,0.2340433448553085,0.08368905633687973,0.05751348286867142,2024-02-09,0.8597769516728625,0.048327137546468404,0.07732342007434945
Russell,2022 Q2,2022,30,78,51,2022.25,4,3162,3241,641,551,1902,2083,620,607,43.0177116394043,43.60743713378906,0.7985862493515015,0.7987248301506042,188,279,2545,2431,207,316,0.2950819730758667,0.6309012770652771,0.8952250480651855,0.8321325778961182,0.7403998970985413,0.1015452519059181,0.0998137816786766,0.2268211990594864,0.3636871576309204,0.1970938444137573,0.08579842001199722,0.1292048990726471,2024-02-09,0.750077136686208,0.08608454180808392,0.09750077136686208
Sabin,2022 Q2,2022,30,79,46,2022.25,4,4149,4438,825,925,3028,2928,296,585,38.23518753051758,40.6583137512207,0.4705483540892601,0.4706281125545502,627,375,3384,3865,187,302,0.3825345933437347,0.3294327557086945,0.7097125053405762,0.662696897983551,0.8696271181106567,0.04673083126544952,0.02920260652899742,0.6247397661209106,0.6634380221366882,0.2960040867328644,0.1324341893196106,0.06731593608856201,2024-02-09,0.8708877872915728,0.08449752140603875,0.06804867057232988
Sellwood-Moreland,2022 Q2,2022,30,80,251,2022.25,4,11620,13940,2068,2402,8115,9183,1438,2355,40.11833572387695,41.43587493896484,2.081926584243774,2.082308769226074,200,316,10910,12934,524,847,0.4200593233108521,0.4018263518810272,0.4907931089401245,0.5161535143852234,0.7847744822502136,0.05079658702015877,0.03769710659980774,0.5319932103157043,0.6353785991668701,0.2806609272956848,0.15518519282341,0.1199876889586449,2024-02-09,0.9278335724533716,0.02266857962697274,0.060760401721664276
South Burlingame,2022 Q2,2022,30,81,18,2022.25,4,1674,1839,264,369,1251,1194,159,275,40.27664184570313,41.71234130859375,0.4251119494438171,0.4251911640167236,41,50,1558,1719,61,104,0.3914178609848022,0.3379489481449127,0.8074071407318115,0.8120701313018799,0.8902052044868469,0.008033955469727516,0.001966573297977448,0.5851921439170837,0.7325971722602844,0.3869645297527313,0.091697588562965393,0.08678796887397766,2024-02-09,0.9347471451876019,0.027188689505165852,0.05655247417074497
South Portland,2022 Q2,2022,30,82,195,2022.25,4,6823,10852,507,782,5585,8010,731,2059,37.04967880249023,40.92090606689453,1.702627301216125,1.702931880950928,162,441,6087,9168,333,779,0.3680753111839294,0.4146068096160889,0.4837074279785156,0.3987653851509094,0.620296835899353,0.008118672296404839,0.002915876917541027,0.6794974207878113,0.7842745780944824,0.2229934334754944,0.1305927336215973,0.1230755746364594,2024-02-09,0.8448212311094729,0.04063767047548839,0.0717840029487652
South Tabor,2022 Q2,2022,30,83,119,2022.25,4,5995,6633,1002,1215,4336,4524,657,894,38.80110168457031,39.48032379150391,0.7991126775741577,0.7992897629737854,204,366,4880,5412,368,610,0.3980520367622375,0.5969014167785645,0.5653772354125977,0.6777061223983765,0.7364341020584106,0.1099328994750977,0.05257371068000793,0.402810275554657,0.5263038277626038,0.2182284593582153,0.1532579809427261,0.06373223662376404,2024-02-09,0.8159203980099502,0.055178652193577565,0.09196442032262928
Southwest Hills,2022 Q2,2022,30,84,46,2022.25,4,7971,8527,1628,1712,4893,4953,1450,1863,46.59618377685547,45.17829895019531,2.942347588017583,2.942867279052734,85,198,7502,7749,236,463,0.5007011890411377,0.4444854259490967,0.6269415020942688,0.6302405595779419,0.9070190787315369,0.01996591314673424,0.01548788975924253,0.744834840297699,0.7554423213005066,0.5786755084991455,0.119352214038372,0.08282673358917236,2024-02-09,0.9087604081153982,0.023220358860091474,0.05429811187991087
St Johns,2022 Q2,2022,30,85,254,2022.25,4,12207,12843,2997,2567,8282,9038,928,1238,33.57047653198242,36.29093170166016,11.01048183441162,11.06044101715088,1514,1224,8456,9376,2660,2732,0.5457423329353333,0.5166252255439758,0.6035929322242737,0.6034284234046936,0.669844925403595,0.1470171958208084,0.06624813377857208,0.3024847209453583,0.4646490216255188,0.1631037592887878,0.2116796523332596,0.139505460858345,2024-02-09,0.7300474966908044,0.09530483531885074,0.2127228840613564
Sullivan's Gulch,2022 Q2,2022,30,86,103,2022.25,4,3139,4073,242,326,2283,2982,614,765,42.90312194824219,40.26467132568359,0.3189828619360924,0.3341307938098907,223,266,2765,3545,187,335,0.4319617748260498,0.41953444480896,0.3442119956016541,0.3190216422080994,0.6925540566444397,0.03662406653165817,0.01074634958058596,0.5939391851425171,0.6804441809654236,0.2079510241746902,0.1047012656927109,0.09451902657747269,2024-02-09,0.8703658237171618,0.065308126687945,0.08224895654308863
Sumner,2022 Q2,2022,30,87,54,2022.25,4,2136,2116,419,349,1521,1486,196,281,38.31999206542969,41.06157684326172,0.790901780128479,0.7910343408584595,200,198,1530,1565,283,339,0.6155393719673157,0.3190913200378418,0.6787267327308655,0.724126398563385,0.7074136734008789,0.1828885078430176,0.08842519670724869,0.2192937582731247,0.3412064611911774,0.1838272362947464,0.2964363694190979,0.09222730994224548,2024-02-09,0.7396030245746692,0.09357277882797732,0.16020793950850662
Sunderland,2022 Q2,2022,30,88,53,2022.25,4,718,738,20,25,681,689,17,24,40.85933303833008,37.00168991088867,1.677316784858704,1.76334285736084,116,94,562,558,33,84,0.3970588147640228,0.7558688521385193,0.6382978558540344,0.5092084407806396,0.1636684834957123,0.2267695516347885,0.1721294969320297,0.1193555146455765,0.06025267392396927,0.1709661334753036,0.2543356418609619,0.2592297494411469,2024-02-09,0.7560975609756098,0.12737127371273713,0.11382113821138211
Sunnyside,2022 Q2,2022,30,89,176,2022.25,4,7354,8251,841,997,5925,6327,588,927,36.02295303344727,37.76678085327148,0.5974557995796204,0.5975843667984009,143,237,6845,7519,376,667,0.4184400141239166,0.4131245017051697,0.3998184204101563,0.3592185080051422,0.7251171469688416,0.04238064214587212,0.0294445063918829,0.5870630145072937,0.6514999866485596,0.2628141045570374,0.1226986795663834,0.1168426647782326,2024-02-09,0.9112834807902073,0.02872379105562962,0.08083868621985214
Sylvan-Highlands,2022 Q2,2022,30,90,35,2022.25,4,1302,1472,285,320,803,887,214,265,44.67358016967773,43.67507171630859,1.258873105049133,1.259093046188354,24,44,1224,1335,24,97,0.3106434345245361,0.3853111267089844,0.6930150389671326,0.8571197390556335,0.9004279375076294,0.01469812914729118,1.81822179001756e-4,0.7288652658462524,0.7734012603759766,0.474202573299408,0.04361708089709282,0.03799803555011749,2024-02-09,0.9069293478260869,0.029891304347826088,0.06589673913043478
University Park,2022 Q2,2022,30,91,70,2022.25,4,6035,7005,651,778,4918,5602,466,625,30.60828399658203,31.03283309936523,1.320604085922241,1.320826292037964,184,246,5219,5788,348,714,0.4017917513847351,0.4048506319522858,0.6198920607566833,0.6981201171875,0.4430705010890961,0.04904259368777275,0.0202365480363369,0.4307393133640289,0.5640509128570557,0.1682836264371872,0.2925679087638855,0.2068712413311005,2024-02-09,0.8262669521770164,0.03511777301927195,0.10192719486081371
Vernon,2022 Q2,2022,30,92,40,2022.25,4,2627,2932,411,516,2058,2169,157,248,32.87596130371094,36.03586196899414,0.2973780632019043,0.2974242269992828,694,566,1834,2238,183,247,0.5036610960960388,0.3819582462310791,0.6612103581428528,0.6656820774078369,0.7573733925819397,0.05241932347416878,0.02903643436729908,0.5419910550117493,0.6528763771057129,0.2207036316394806,0.1703227013349533,0.083946332335472107,2024-02-09,0.7633015006821282,0.19304229195088676,0.08424283765347886
West Portland Park,2022 Q2,2022,30,93,25,2022.25,4,3909,4080,882,873,2707,2688,320,519,34.99346160888672,37.60195541381836,0.7294178605079651,0.7295553088188171,363,537,3174,3211,293,303,0.4514023959636688,0.5589097142219543,0.5050603747367859,0.5075711011886597,0.7031758427619934,0.03619595617055893,0.08466331660747528,0.4675825536251068,0.5141309499740601,0.3805250227451324,0.1049899235367775,0.08367188274860382,2024-02-09,0.7870098039215686,0.13161764705882353,0.07426470588235294
Wilkes,2022 Q2,2022,30,94,72,2022.25,4,8781,9297,1779,1684,4755,5122,2246,2491,45.89729309082031,46.26540756225586,3.082134326919913,3.082625150680542,978,1307,6072,5990,849,1246,0.4841938614845276,0.6033138632774353,0.7647069096565247,0.709385871887207,0.6552425622940063,0.1378371566534042,0.113030806183815,0.2218800634145737,0.2968727052211761,0.198000356554985,0.2074391692876816,0.148566409945488,2024-02-09,0.6442938582338389,0.14058298375820158,0.1340217274389588
Woodland Park,2022 Q2,2022,30,95,8,2022.25,4,222,254,39,46,165,171,17,37,36.96172332763672,38.01496887207031,0.04797367006540298,0.04798193275928497,11,34,159,185,23,26,0.7488300204277039,0.44921875,0.5437722206115723,0.6379066705703735,0.836709201335907,0.1555075496435165,0.1109715327620506,0.190928727388382,0.31323283910751343,0.2380200326442719,0.06879141926765442,0.05242660269141197,2024-02-09,0.7283464566929134,0.13385826771653545,0.10236220472440945
Woodlawn,2022 Q2,2022,30,96,75,2022.25,4,4934,5145,992,786,3563,3834,379,525,34.32918548583984,37.67862319946289,0.732248067855835,0.7323684096336365,1596,1100,3014,3768,567,505,0.5655041933059692,0.3388392925262451,0.6479648947715759,0.6857608556747437,0.8327972888946533,0.0691746324300766,0.02924428321421146,0.4492519497871399,0.6007648706436157,0.1828510016202927,0.160601869225502,0.1063939854502678,2024-02-09,0.7323615160349854,0.21379980563654033,0.09815354713313897
Woodstock,2022 Q2,2022,30,97,123,2022.25,4,8960,9931,1649,1975,6297,6605,1014,1351,38.45702362060547,40.18629837036133,1.319800272583961,1.320024847984314,158,242,8135,8970,413,631,0.4815509617328644,0.5115392208099365,0.7617201805114746,0.7210874557495117,0.8268102407455444,0.05377153307199478,0.02217704989016056,0.5053472518920898,0.603661835193634,0.2778191864490509,0.07381241023540497,0.08428088575601578,2024-02-09,0.9032323028899406,0.024368140167153357,0.0635384150639412
Alameda,2022 Q3,2022,31,1,32,2022.5,4,5212,5455,1306,1323,3353,3028,553,1104,43.15099716186523,45.00181579589844,0.6136364862322807,0.6137377619743347,174,159,4894,5094,174,251,0.4768131971359253,0.3745387196540833,0.8567087650299072,0.8036031126976013,0.9702323079109192,0.02335547655820847,0.01458674017339945,0.7075703144073486,0.7478000521659851,0.3063421547412872,0.0531698577105999,0.04674707353115082,2024-02-09,0.9338221814848763,0.02914757103574702,0.046012832263978
Arbor Lodge,2022 Q3,2022,31,2,146,2022.5,4,6153,6946,1029,1102,4563,5072,561,772,37.52635955810547,39.35783004760742,0.8677970170974731,0.867944061756134,412,462,5194,5969,424,602,0.3810594379901886,0.3881125450134277,0.7069328427314758,0.6629610061645508,0.8328199982643127,0.1014716625213623,0.02877682074904442,0.4558446109294891,0.5924335718154907,0.1970050483942032,0.1849692761898041,0.08852497488260269,2024-02-09,0.8593435070544199,0.06651310106536136,0.08666858623668298
Ardenwald,2022 Q3,2022,31,3,10,2022.5,4,4590,4706,973,836,3069,3117,548,753,39.79045867919922,41.55339050292969,1.062516715377569,1.06271493434906,133,128,4277,4344,263,357,0.3231951296329498,0.5366594791412354,0.6301929950714111,0.6128259301185608,0.7701616883277893,0.06643108278512955,0.05580868199467659,0.3019823729991913,0.4035738706588745,0.2956244945526123,0.1130791157484055,0.1186534538865089,2024-02-09,0.9230769230769231,0.027199320016999574,0.07586060348491287
Argay,2022 Q3,2022,31,4,143,2022.5,4,5997,6285,1394,1156,3567,3862,1036,1268,40.73328018188477,42.86140060424805,2.065234025940299,2.065565586090088,883,1077,3736,4058,1036,899,0.5385614633560181,0.5306164622306824,0.5891163349151611,0.6109195351600647,0.6167625188827515,0.1171105280518532,0.1043443456292152,0.3122736811637878,0.3561830818653107,0.12727376818656921,0.2362490594387054,0.132997989654541,2024-02-09,0.6456642800318217,0.17136038186157518,0.14303898170246618
Arlington Heights,2022 Q3,2022,31,5,65,2022.5,4,710,813,155,169,443,491,112,153,46.23028182983398,44.86846542358398,0.9174431264400482,0.9176031351089478,16,16,665,735,23,48,0.2586540877819061,0.4513888657093048,0.7422749996185303,0.8237454295158386,0.8651168346405029,0.008600468747317791,0.01907356083393097,0.7947615385055542,0.8386505246162415,0.6063554286956787,0.04205607622861862,0.05219913646578789,2024-02-09,0.9040590405904059,0.01968019680196802,0.05904059040590406
Arnold Creek,2022 Q3,2022,31,6,3,2022.5,4,2909,3108,728,665,1899,1810,283,633,45.63876724243164,46.80473709106445,1.097121357917786,1.096861004829407,37,56,2712,2854,82,165,0.5054609775543213,0.4869273900985718,0.9341927766799927,0.8977527618408203,0.9212806820869446,0.01078569423407316,0.01157217565923929,0.6865160465240479,0.758704423904419,0.6682811379432678,0.05096745491027832,0.03726279363036156,2024-02-09,0.9182754182754183,0.018018018018018018,0.05308880308880309
Ashcreek,2022 Q3,2022,31,7,29,2022.5,4,5780,4692,1203,942,4030,2985,547,765,40.66510391235352,41.43398666381836,1.217546253581531,0.9782364368438721,249,122,5175,4231,334,358,0.4616440236568451,0.350637823343277,0.7435487508773804,0.7578597068786621,0.8392839431762695,0.02101830393075943,0.02283034846186638,0.5330638289451599,0.6091029047966003,0.4767475426197052,0.08406522125005722,0.03385492786765099,2024-02-09,0.9017476555839727,0.02600170502983802,0.0763000852514919
Beaumont-Wilshire,2022 Q3,2022,31,8,77,2022.5,4,5369,6080,1156,1371,3667,3680,546,1030,42.16039657592773,43.22878265380859,0.7381726130843163,0.7382950186729431,238,188,4948,5623,159,330,0.4517833292484283,0.3537295162677765,0.8290528059005737,0.8877150416374207,0.8995109796524048,0.0472860150039196,0.02065070159733295,0.6042613983154297,0.6726440191268921,0.2643204629421234,0.0615609772503376,0.02486259676516056,2024-02-09,0.9248355263157895,0.030921052631578946,0.054276315789473686
Boise,2022 Q3,2022,31,9,137,2022.5,4,3311,4660,476,580,2617,3780,218,300,32.74554443359375,33.60304641723633,0.4278278388082981,0.4278995096683502,880,733,2280,3580,249,521,0.5222753286361694,0.3579655587673187,0.3915983438491821,0.2757418155670166,0.6698529124259949,0.08399900794029236,0.02905414812266827,0.4819492399692535,0.7179355025291443,0.2114715278148651,0.181072935461998,0.1382335722446442,2024-02-09,0.7682403433476395,0.15729613733905579,0.11180257510729613
Brentwood-Darlington,2022 Q3,2022,31,10,113,2022.5,4,13004,13536,3033,2609,8927,9430,1044,1496,34.87078857421875,37.59621047973633,1.752439856529236,1.752729654312134,692,759,9984,10293,1806,1877,0.4228071868419647,0.5409826040267944,0.7435979247093201,0.6889423727989197,0.6694748997688293,0.1443937569856644,0.1169149875640869,0.2006421387195587,0.3188092410564423,0.2230570018291473,0.1941686272621155,0.1306175887584686,2024-02-09,0.7604166666666666,0.056072695035460994,0.13866725768321514
Bridgeton,2022 Q3,2022,31,11,21,2022.5,4,673,996,37,81,505,671,130,244,53.12416839599609,49.30817413330078,0.2519262433052063,0.2709896564483643,56,165,584,774,26,82,0.4707070589065552,0.5969498753547668,0.5772843360900879,0.6594955921173096,0.6654828190803528,0.06635071337223053,0.1130260527133942,0.2843601703643799,0.4136272668838501,0.1132597029209137,0.1312797963619232,0.1355623006820679,2024-02-09,0.7771084337349398,0.16566265060240964,0.0823293172690763
Bridlemile,2022 Q3,2022,31,12,37,2022.5,4,5537,5940,1212,1249,3512,3568,813,1123,44.90874862670898,43.75110244750977,1.40311087667942,1.403362393379211,104,180,5166,5345,265,356,0.5440359711647034,0.5311756134033203,0.7104325890541077,0.6589025855064392,0.8559672236442566,0.03189898654818535,0.0418054535984993,0.6737913489341736,0.7024345993995667,0.4975659251213074,0.07761980593204498,0.09299848228693008,2024-02-09,0.8998316498316499,0.030303030303030304,0.059932659932659935
Brooklyn,2022 Q3,2022,31,13,114,2022.5,4,3484,3916,439,457,2819,3068,226,391,34.51369094848633,37.33932495117188,1.716644644737244,1.71695339679718,125,166,3193,3480,244,333,0.4120160937309265,0.283401221036911,0.3764136731624603,0.4795468747615814,0.735183596611023,0.03820650279521942,0.07998117804527283,0.5093035697937012,0.5762441754341125,0.1463573426008224,0.2183700501918793,0.1166829317808151,2024-02-09,0.8886618998978549,0.042390194075587334,0.08503575076608784
Buckman West,2022 Q3,2022,31,15,335,2022.5,4,8472,11151,632,695,7497,9756,343,700,32.91093063354492,34.72830200195313,1.15389609336853,1.15411901473999,298,517,7788,9908,489,1011,0.4561214745044708,0.421125590801239,0.1847799569368362,0.1217296272516251,0.6677505970001221,0.04714014381170273,0.03232140839099884,0.5589503049850464,0.5974075198173523,0.1723110228776932,0.1938254535198212,0.1491243988275528,2024-02-09,0.8885301766657698,0.04636355483813111,0.09066451439332796
Cathedral Park,2022 Q3,2022,31,16,79,2022.5,4,3338,4130,533,550,2461,3126,344,454,38.64756774902344,38.06766510009766,1.025654673576355,1.025826334953308,227,251,2918,3531,266,470,0.5796257853507996,0.3899368643760681,0.6052238941192627,0.5202241539955139,0.6979546546936035,0.1121889278292656,0.044354397803545,0.3698211014270782,0.4934783279895782,0.1452515870332718,0.1860601752996445,0.1244682744145393,2024-02-09,0.8549636803874092,0.06077481840193705,0.11380145278450363
Centennial,2022 Q3,2022,31,17,328,2022.5,4,24508,26449,6517,6195,15360,16576,2630,3677,35.20393753051758,36.8544921875,3.2638744115829472,3.264448881149292,1699,2527,18414,17438,3968,4925,0.6068101525306702,0.6317014694213867,0.6130062341690063,0.5843909382820129,0.5380562543869019,0.2135565131902695,0.1747395396232605,0.1496263593435287,0.1769160777330399,0.3249061107635498,0.192594438791275,0.1766013503074646,2024-02-09,0.6593065900412114,0.09554236455064463,0.18620741804983176
Collins View,2022 Q3,2022,31,18,12,2022.5,4,2972,3265,261,340,2492,2529,219,396,32.25309753417969,33.63401794433594,0.8689914345741272,0.8691507577896118,71,123,2712,2907,139,258,0.5294117331504822,0.5453703999519348,0.8486005067825317,0.8730304837226868,0.4705645143985748,0.002669341629371047,0.01326671242713928,0.7532988786697388,0.7576037645339966,0.6269404292106628,0.07699999958276749,0.07073727250099182,2024-02-09,0.8903522205206739,0.03767228177641654,0.07901990811638591
Concordia,2022 Q3,2022,31,19,136,2022.5,4,9553,10238,1549,1655,7233,7404,771,1179,36.46434020996094,38.95362091064453,1.326473355293274,1.326692700386047,1782,1378,7326,8301,632,854,0.5469450950622559,0.4559268355369568,0.7640246152877808,0.7647598385810852,0.7818934917449951,0.04107584804296494,0.04035969823598862,0.5606860518455505,0.6067854166030884,0.2173185497522354,0.08582554012537003,0.07832696288824081,2024-02-09,0.8108028911896855,0.134596600898613,0.08341472943934362
Creston-Kenilworth,2022 Q3,2022,31,20,148,2022.5,4,8227,9046,1380,1346,6258,6930,589,770,33.51561737060547,35.45531845092773,0.8025124669075012,0.8026708364486694,561,500,6710,7543,658,860,0.4318605959415436,0.5312705636024475,0.3353531360626221,0.455915093421936,0.6964935064315796,0.1196741610765457,0.09845108538866043,0.3630146682262421,0.4509375095367432,0.2310052514076233,0.22674539685249329,0.1590438783168793,2024-02-09,0.8338492151227062,0.05527304886137519,0.09506964404156533
Crestwood,2022 Q3,2022,31,21,5,2022.5,4,1120,2575,229,513,785,1620,106,442,39.67882537841797,40.90893173217773,0.3466140917735174,0.6268361210823059,30,198,1034,2226,61,218,0.4084597229957581,0.1905668377876282,0.8133355975151062,0.8241707682609558,0.7725509405136108,0.01669301837682724,0.02312918193638325,0.5700337290763855,0.6115508675575256,0.3761463761329651,0.07979973405599594,0.02837128937244415,2024-02-09,0.8644660194174757,0.07689320388349515,0.08466019417475729
Cully,2022 Q3,2022,31,22,214,2022.5,4,13240,13339,3276,2789,8845,9016,1119,1535,34.47482681274414,37.94301223754883,3.137754678726196,3.138288736343384,2435,1821,8287,8768,2819,3133,0.5899143218994141,0.4825672507286072,0.5808107256889343,0.5893012285232544,0.6673105359077454,0.1768630146980286,0.1062046214938164,0.2970251441001892,0.4392729103565216,0.1943154484033585,0.2517757713794708,0.1450260430574417,2024-02-09,0.6573206387285404,0.13651698028337955,0.23487517804932903
Downtown,2022 Q3,2022,31,23,1216,2022.5,4,12791,14127,276,627,10887,10945,1628,2555,38.62081146240234,40.29164123535156,0.9426776766777039,0.9428420066833496,704,1032,10436,11057,747,1356,0.5598059296607971,0.5250340104103088,0.169276162981987,0.175114780664444,0.4397037029266357,0.0697544664144516,0.073936566710472107,0.4880637526512146,0.498571902513504,0.1352348476648331,0.3436452746391296,0.2944312691688538,2024-02-09,0.782685637431868,0.07305160331280526,0.09598640900403482
East Columbia,2022 Q3,2022,31,24,178,2022.5,4,1772,2205,362,384,1221,1474,189,346,40.60736846923828,40.6923713684082,2.243869543075562,2.279975891113281,290,316,1105,1383,256,571,0.4707070589065552,0.5969498753547668,0.5772843956947327,0.6594955325126648,0.5622867941856384,0.1043844670057297,0.1130260527133942,0.2452391684055328,0.4136272668838501,0.1508329808712006,0.1319750249385834,0.1355623155832291,2024-02-09,0.6272108843537415,0.14331065759637188,0.2589569160997732
Eastmoreland,2022 Q3,2022,31,25,30,2022.5,4,4812,5252,1053,1041,3211,3329,548,882,40.01401138305664,40.66326904296875,1.110696483403444,1.110898852348328,66,98,4536,4775,192,290,0.3809402883052826,0.2159633189439774,0.8541392683982849,0.8826362490653992,0.784782886505127,0.01985876448452473,0.02061277441680431,0.634449303150177,0.7004756331443787,0.3795366883277893,0.03783412277698517,0.04319248721003532,2024-02-09,0.9091774562071592,0.018659558263518658,0.05521706016755522
Eliot,2022 Q3,2022,31,26,367,2022.5,4,3569,5514,472,617,2913,4450,184,447,33.45145416259766,35.28320693969727,0.874338123947382,0.8744866251945496,811,944,2611,4133,243,526,0.5371688008308411,0.4315773546695709,0.3181633055210114,0.24833658337593079,0.5919704437255859,0.06947188079357147,0.0205636452883482,0.4857831597328186,0.6645858883857727,0.1540664732456207,0.2601921260356903,0.1772753447294235,2024-02-09,0.7495466086325716,0.17120058034095031,0.09539354370692782
Far Southwest,2022 Q3,2022,31,27,9,2022.5,4,1318,1461,211,282,922,862,185,318,43.31770324707031,42.58164596557617,0.5955743789672852,0.5956889986991882,31,51,1202,1298,81,114,0.5827855467796326,0.5232282280921936,0.6425735354423523,0.6656610369682312,0.8343057036399841,0.02116397954523563,0.03585893288254738,0.5639299750328064,0.5836877226829529,0.4408612549304962,0.06540925055742264,0.09689300507307053,2024-02-09,0.8884325804243669,0.03490759753593429,0.07802874743326489
Forest Park,2022 Q3,2022,31,28,23,2022.5,4,2975,3027,676,641,1925,1826,374,559,46.56650924682617,45.91978454589844,18.32240461790934,18.07473182678223,30,58,2699,2627,109,165,0.22115658223629,0.694604754447937,0.8790913820266724,0.8510510325431824,0.8894553184509277,0.01018713880330324,0.004716455470770597,0.7122198939323425,0.7953432202339172,0.5047869682312012,0.03131801635026932,0.030152203515172,2024-02-09,0.8678559629996696,0.0191608853650479,0.05450941526263627
Foster-Powell,2022 Q3,2022,31,29,122,2022.5,4,7335,7827,1389,1432,5200,5457,746,938,36.61930465698242,39.35892486572266,0.8898146152496338,0.8899103403091431,365,382,5590,6130,651,779,0.6462522745132446,0.4144819974899292,0.5401585698127747,0.6748406887054443,0.7127443552017212,0.1295246630907059,0.08141850680112839,0.3434279263019562,0.4416256844997406,0.1925186067819595,0.1963947713375092,0.1799185872077942,2024-02-09,0.7831864060304076,0.048805417145777436,0.09952727737319535
Glenfair,2022 Q3,2022,31,30,55,2022.5,4,3417,3663,1030,890,2158,2446,229,327,29.52364730834961,33.47084426879883,0.3172895908355713,0.3173401653766632,440,681,2096,2053,1178,1002,0.5432016253471375,0.7442882657051086,0.3046110868453979,0.4674777686595917,0.3714388608932495,0.2933500409126282,0.1318435817956924,0.1764115393161774,0.2089385539293289,0.2463598847389221,0.3233961164951324,0.2299682348966599,2024-02-09,0.5604695604695604,0.18591318591318592,0.27354627354627353
