Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
6900 BLOCK OF SE 122ND DR,25-5683,Property,Pleasant Valley,1/7/2025,1353,Fraud Offenses,Identity Theft,45.472435644,-122.533136283,7680603,664899,1/7/2025,1
6900 BLOCK OF SE BOISE ST,25-80276,Property,Foster-Powell,3/29/2025,1350,Burglary,Burglary,45.492366735,-122.591703576,7665772,672547,3/29/2025,1
6900 BLOCK OF SE BOISE ST,25-80276,Property,Foster-Powell,3/29/2025,1350,Larceny Offenses,Theft From Building,45.492366735,-122.591703576,7665772,672547,3/29/2025,1
6900 BLOCK OF SE CESAR E CHAVEZ BLVD,25-48824,Property,Woodstock,2/23/2025,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.472891228,-122.622565717,7657674,665655,2/24/2025,1
6900 BLOCK OF SE CORA ST,25-907070,Property,Foster-Powell,3/26/2025,0805,Larceny Offenses,All Other Larceny,45.491672497,-122.591709222,7665764,672294,3/27/2025,1
6900 BLOCK OF SE FOSTER RD,25-53800,Property,Foster-Powell,2/27/2025,1800,Vandalism,Vandalism,45.487676816,-122.591913168,7665674,670839,3/1/2025,1
6900 BLOCK OF SE MALL ST,25-43670,Property,Foster-Powell,2/19/2025,0204,Fraud Offenses,Identity Theft,45.490942545,-122.591717453,7665755,672028,2/19/2025,1
6900 BLOCK OF SE MALL ST,25-54841,Property,Foster-Powell,3/1/2025,0700,Larceny Offenses,Theft From Building,45.490942545,-122.591717453,7665755,672028,3/2/2025,1
6900 BLOCK OF SE RAYMOND CT,25-912469,Property,Mt Scott-Arleta,5/29/2025,1627,Larceny Offenses,All Other Larceny,45.486215260,-122.591718937,7665710,670305,5/29/2025,1
6900 BLOCK OF SE WOODWARD ST,25-907225,Property,South Tabor,3/28/2025,2030,Counterfeiting/Forgery,Counterfeiting/Forgery,45.501381806,-122.592179916,7665735,675836,3/29/2025,1
6900 BLOCK OF SE WOODWARD ST,25-909893,Property,South Tabor,4/27/2025,1005,Larceny Offenses,All Other Larceny,45.501381806,-122.592179916,7665735,675836,4/28/2025,1
6900 BLOCK OF SW 4TH AVE,25-906627,Property,Hillsdale,3/13/2025,0259,Larceny Offenses,Theft From Motor Vehicle,45.474252868,-122.682376391,7642350,666560,3/21/2025,1
6900 BLOCK OF SW 13TH AVE,25-909109,Property,Hillsdale,4/19/2025,1229,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.474217781,-122.692713403,7639699,666619,4/19/2025,1
6900 BLOCK OF SW 32ND AVE,25-908035,Property,Multnomah,4/4/2025,1335,Fraud Offenses,Identity Theft,45.473978386,-122.709492793,7635394,666649,4/4/2025,1
6900 BLOCK OF SW 45TH AVE,25-64200,Property,Maplewood,3/12/2025,1349,Burglary,Burglary,45.474594251,-122.723213046,7631882,666970,3/12/2025,1
6900 BLOCK OF SW 45TH AVE,25-64200,Property,Maplewood,3/12/2025,1349,Fraud Offenses,Credit Card/ATM Fraud,45.474594251,-122.723213046,7631882,666970,3/12/2025,1
7000 BLOCK OF N ATLANTIC AVE,25-81378,Property,Arbor Lodge,7/1/2011,0000,Fraud Offenses,Identity Theft,45.574011214,-122.696586477,7639695,703018,3/30/2025,1
7000 BLOCK OF N BALTIMORE AVE,25-52710,Property,Cathedral Park,1/31/2025,0900,Motor Vehicle Theft,Motor Vehicle Theft,45.589990015,-122.758096875,7624113,709276,2/28/2025,1
7000 BLOCK OF N BORTHWICK AVE,25-132607,Property,Piedmont,5/20/2025,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.573905173,-122.673865233,7645510,702822,5/21/2025,1
7000 BLOCK OF N CAMPBELL AVE,25-912209,Property,Arbor Lodge,5/25/2025,0507,Larceny Offenses,All Other Larceny,45.573962395,-122.686333520,7642319,702929,5/27/2025,1
7000 BLOCK OF N CONGRESS AVE,25-78011,Property,Piedmont,3/27/2025,0645,Arson,Arson,45.573889724,-122.671778502,7646044,702802,3/27/2025,1
7000 BLOCK OF N FAIRPORT PL,25-90866,Property,Piedmont,3/19/2025,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.573915526,-122.675639240,7645056,702838,4/9/2025,1
7000 BLOCK OF N FAIRPORT PL,25-97226,Property,Piedmont,4/15/2025,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.573913163,-122.675764162,7645024,702838,4/15/2025,1
7000 BLOCK OF N FENWICK AVE,25-36091,Property,Arbor Lodge,2/9/2025,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.573959385,-122.685192662,7642611,702920,2/10/2025,1
7000 BLOCK OF N FESSENDEN ST,25-20799,Property,St Johns,1/24/2025,0810,Motor Vehicle Theft,Motor Vehicle Theft,45.593594832,-122.735921365,7629824,710432,1/24/2025,1
7000 BLOCK OF N FESSENDEN ST,25-906430,Property,St Johns,3/19/2025,0221,Vandalism,Vandalism,45.593677914,-122.735881652,7629835,710462,3/19/2025,1
7000 BLOCK OF N FESSENDEN ST,25-911824,Property,St Johns,3/12/2024,1015,Larceny Offenses,Theft From Building,45.593594832,-122.735921365,7629824,710432,5/22/2025,1
7000 BLOCK OF N INTERSTATE AVE,25-41554,Society,Arbor Lodge,2/16/2025,1918,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.574251421,-122.681949659,7643444,703004,2/16/2025,1
7000 BLOCK OF N KELLOGG ST,25-902888,Property,St Johns,2/2/2025,1615,Larceny Offenses,All Other Larceny,45.586619812,-122.740042407,7628699,707919,2/3/2025,1
7000 BLOCK OF N LEONARD ST,25-64346,Property,St Johns,3/12/2025,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.587938559,-122.739387206,7628880,708395,3/12/2025,1
7000 BLOCK OF N MOBILE AVE,25-911520,Property,Arbor Lodge,5/20/2025,0025,Larceny Offenses,Theft From Motor Vehicle,45.573974646,-122.689295235,7641561,702954,5/20/2025,1
7000 BLOCK OF N MONTANA AVE,25-26338,Property,Arbor Lodge,1/29/2025,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.574279981,-122.679720052,7644015,702999,1/30/2025,1
7000 BLOCK OF N RICHMOND AVE,25-97463,Property,Cathedral Park,4/15/2025,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.586753703,-122.752575495,7625493,708057,4/16/2025,1
7000 BLOCK OF N TYLER AVE,25-908542,Property,Cathedral Park,4/14/2025,0154,Larceny Offenses,All Other Larceny,45.585523052,-122.748724587,7626466,707581,4/14/2025,1
7000 BLOCK OF NE 10TH AVE,25-12769,Person,Woodlawn,1/15/2025,1534,Assault Offenses,Simple Assault,45.574226652,-122.654594381,7650446,702807,1/15/2025,1
7000 BLOCK OF NE 17TH AVE,25-139519,Property,Woodlawn,5/24/2025,0700,Larceny Offenses,All Other Larceny,45.573450705,-122.648408155,7652022,702482,5/27/2025,1
7000 BLOCK OF NE 42ND AVE,25-55490,Property,Sunderland,3/2/2025,2300,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.574597725,-122.620456711,7659188,702711,3/2/2025,1
7000 BLOCK OF NE 47TH AVE,25-84743,Person,Cully,4/3/2025,0636,Assault Offenses,Simple Assault,45.574118973,-122.613973439,7660843,702493,4/3/2025,2
7000 BLOCK OF NE 47TH AVE,25-903648,Property,Cully,2/12/2025,1115,Larceny Offenses,All Other Larceny,45.574118973,-122.613973439,7660843,702493,2/12/2025,1
7000 BLOCK OF NE 82ND AVE,25-51285,Property,Other,2/26/2025,0930,Larceny Offenses,All Other Larceny,45.573652725,-122.577832541,7670090,702083,2/26/2025,1
7000 BLOCK OF NE 82ND AVE,25-51286,Property,Other,2/26/2025,1030,Larceny Offenses,All Other Larceny,45.573652725,-122.577832541,7670090,702083,2/26/2025,1
7000 BLOCK OF NE 82ND AVE,25-904686,Property,Other,2/25/2025,1100,Larceny Offenses,Theft From Building,45.573652725,-122.577832541,7670090,702083,2/25/2025,1
7000 BLOCK OF NE ALDERWOOD RD,25-24388,Property,Other,1/28/2025,0610,Motor Vehicle Theft,Motor Vehicle Theft,45.574492762,-122.581445617,7669173,702413,1/28/2025,1
7000 BLOCK OF NE CORNFOOT RD,25-902033,Property,Other,1/22/2025,1928,Larceny Offenses,All Other Larceny,45.574316190,-122.589217069,7667182,702400,1/24/2025,1
7000 BLOCK OF NE GLISAN ST,25-56059,Property,Montavilla,3/3/2025,1607,Motor Vehicle Theft,Motor Vehicle Theft,45.526505645,-122.590634970,7666368,684983,3/3/2025,1
7000 BLOCK OF NE GLISAN ST,25-89508,Property,Montavilla,4/8/2025,0244,Burglary,Burglary,45.526505645,-122.590634970,7666368,684983,4/8/2025,1
7000 BLOCK OF NE GRAND AVE,25-901578,Property,Woodlawn,12/1/2024,0200,Larceny Offenses,Theft From Motor Vehicle,45.573837520,-122.660419973,7648951,702705,1/17/2025,1
7000 BLOCK OF NE HALSEY ST,25-904714,Property,Montavilla,2/26/2025,0300,Larceny Offenses,Theft From Motor Vehicle,45.533556983,-122.590617490,7666439,687553,2/26/2025,1
7000 BLOCK OF NE OREGON ST,25-21965,Property,Montavilla,1/24/2025,2000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.528632135,-122.590623499,7666391,685758,1/25/2025,1
7000 BLOCK OF NE OREGON ST,25-908522,Property,Montavilla,4/13/2025,2200,Larceny Offenses,Theft From Motor Vehicle,45.528544328,-122.590624169,7666390,685726,4/14/2025,1
7000 BLOCK OF NE PACIFIC ST,25-50690,Property,Montavilla,2/26/2025,0818,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.529329037,-122.590621838,7666398,686012,2/26/2025,1
7000 BLOCK OF NE ROSELAWN ST,25-910140,Property,Cully,4/29/2025,1325,Larceny Offenses,All Other Larceny,45.560499222,-122.590598630,7666698,697373,5/1/2025,1
7000 BLOCK OF NE SANDY BLVD,25-910356,Property,Roseway,5/2/2025,0316,Vandalism,Vandalism,45.547678994,-122.590723798,7666545,692701,5/6/2025,1
7000 BLOCK OF NE SANDY BLVD,25-910704,Property,Roseway,5/8/2025,0400,Vandalism,Vandalism,45.547678994,-122.590723798,7666545,692701,5/8/2025,1
7000 BLOCK OF NE SANDY BLVD,25-911174,Property,Roseway,5/15/2025,0805,Vandalism,Vandalism,45.547678994,-122.590723798,7666545,692701,5/15/2025,1
7000 BLOCK OF NE SANDY BLVD,25-911517,Property,Roseway,5/19/2025,1500,Vandalism,Vandalism,45.547678994,-122.590723798,7666545,692701,5/20/2025,1
7000 BLOCK OF NE SANDY BLVD,25-912401,Property,Roseway,5/28/2025,1525,Vandalism,Vandalism,45.547678994,-122.590723798,7666545,692701,5/29/2025,1
7000 BLOCK OF NE SKIDMORE ST,25-905066,Property,Roseway,3/2/2025,1310,Vandalism,Vandalism,45.553907415,-122.590695531,7666611,694971,3/2/2025,1
7000 BLOCK OF NE TILLAMOOK ST,25-909965,Property,Madison South,4/12/2025,0000,Burglary,Burglary,45.537126027,-122.590787977,7666429,688855,4/29/2025,1
7000 BLOCK OF NE WYGANT ST,25-36881,Property,Cully,2/11/2025,0500,Vandalism,Vandalism,45.558120015,-122.590628135,7666668,696506,2/11/2025,1
7000 BLOCK OF NW ST HELENS RD,25-680033,Society,Linnton,1/22/2025,2025,Weapon Law Violations,Weapons Law Violations,45.572056592,-122.756589961,7624316,702729,1/22/2025,1
7000 BLOCK OF SE 57TH AVE,25-68845,Property,Brentwood-Darlington,3/16/2025,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.472262114,-122.604877181,7662204,665307,3/17/2025,1
7000 BLOCK OF SE 82ND AVE,25-902299,Property,Brentwood-Darlington,6/22/2023,0205,Larceny Offenses,Theft From Building,45.471806808,-122.579123562,7668804,664970,1/27/2025,1
7000 BLOCK OF SE 86TH AVE,25-62804,Property,Lents,3/11/2025,0006,Vandalism,Vandalism,45.471874022,-122.574953562,7669874,664967,3/11/2025,1
7000 BLOCK OF SE BROOKLYN ST,25-901948,Property,South Tabor,1/23/2025,0300,Larceny Offenses,Theft From Motor Vehicle,45.500682568,-122.590652088,7666120,675571,1/23/2025,1
7000 BLOCK OF SE FOSTER RD,25-11378,Property,Mt Scott-Arleta,1/13/2025,2222,Larceny Offenses,Theft From Motor Vehicle,45.487123519,-122.590808441,7665952,670630,1/13/2025,1
7000 BLOCK OF SE MALL ST,25-82014,Property,Foster-Powell,3/30/2025,2200,Larceny Offenses,Theft From Motor Vehicle,45.490941879,-122.590699314,7666016,672021,3/31/2025,1
7000 BLOCK OF SE MILWAUKIE AVE,25-89565,Person,Sellwood-Moreland,4/8/2025,0616,Assault Offenses,Intimidation,45.473367153,-122.648750283,7650964,666006,4/8/2025,1
7000 BLOCK OF SE POWELL BLVD,25-126902,Person,South Tabor,5/15/2025,1246,Assault Offenses,Simple Assault,45.497483246,-122.590666982,7666086,674405,5/15/2025,1
7000 BLOCK OF SE RAYMOND CT,25-10433,Property,Mt Scott-Arleta,1/12/2025,2023,Vandalism,Vandalism,45.486213033,-122.590786636,7665949,670298,1/12/2025,1
7000 BLOCK OF SE RAYMOND CT,25-901085,Property,Mt Scott-Arleta,1/12/2025,2015,Vandalism,Vandalism,45.486213033,-122.590786636,7665949,670298,1/13/2025,1
7000 BLOCK OF SE REEDWAY ST,25-36542,Property,Mt Scott-Arleta,2/10/2025,1840,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.481779984,-122.591052537,7665839,668684,2/10/2025,1
7000 BLOCK OF SE REEDWAY ST,25-906465,Property,Mt Scott-Arleta,2/19/2025,0930,Fraud Offenses,Identity Theft,45.481867792,-122.591051868,7665840,668716,3/19/2025,1
7000 BLOCK OF SE WOODWARD ST,25-66818,Property,South Tabor,3/15/2025,1300,Vandalism,Vandalism,45.501385997,-122.590744305,7666103,675828,3/15/2025,1
7000 BLOCK OF SW 5TH AVE,25-114883,Property,Hillsdale,5/2/2025,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.473525574,-122.683541782,7642044,666303,5/3/2025,1
7000 BLOCK OF SW 25TH AVE,25-901458,Property,Hillsdale,1/15/2025,1223,Larceny Offenses,All Other Larceny,45.473564234,-122.702488293,7637186,666449,1/17/2025,1
7100 BLOCK OF N COMMERCIAL AVE,25-136872,Property,Piedmont,5/25/2025,0427,Larceny Offenses,All Other Larceny,45.574780418,-122.670667944,7646337,703119,5/25/2025,1
7100 BLOCK OF N FISKE AVE,25-911366,Property,University Park,5/14/2025,2200,Vandalism,Vandalism,45.577642159,-122.720391379,7633638,704508,5/16/2025,1
7100 BLOCK OF N GREENWICH AVE,25-74187,Property,Arbor Lodge,3/22/2025,2100,Larceny Offenses,Theft From Motor Vehicle,45.574865033,-122.683156994,7643141,703236,3/23/2025,1
7100 BLOCK OF N GREENWICH AVE,25-901010,Property,Arbor Lodge,1/12/2025,0140,Larceny Offenses,Theft From Motor Vehicle,45.574865403,-122.683282023,7643109,703237,1/12/2025,1
7100 BLOCK OF N HODGE AVE,25-127654,Property,University Park,5/15/2025,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.578429905,-122.723641588,7632814,704818,5/16/2025,1
7100 BLOCK OF N LEAVITT AVE,25-77751,Property,Cathedral Park,3/25/2025,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.588254131,-122.754835142,7624930,708620,3/26/2025,1
7100 BLOCK OF N MARYLAND AVE,25-86224,Property,Arbor Lodge,2/14/2025,1700,Larceny Offenses,All Other Larceny,45.574933704,-122.680983599,7643698,703246,4/4/2025,1
7100 BLOCK OF N MARYLAND AVE,25-102631,Property,Arbor Lodge,4/19/2025,0100,Larceny Offenses,Theft From Motor Vehicle,45.574933704,-122.680983599,7643698,703246,4/21/2025,1
7100 BLOCK OF N RICHMOND AVE,25-2577,Property,Cathedral Park,1/3/2025,2206,Vandalism,Vandalism,45.587359477,-122.752044669,7625635,708274,1/3/2025,1
7100 BLOCK OF N SEWARD AVE,25-910261,Property,Arbor Lodge,5/1/2025,2245,Larceny Offenses,Theft From Motor Vehicle,45.574765872,-122.703749377,7637869,703343,5/2/2025,1
7100 BLOCK OF N SYRACUSE ST,25-92563,Property,Cathedral Park,4/11/2025,0216,Extortion/Blackmail,Extortion/Blackmail,45.584709745,-122.741897251,7628205,707236,4/11/2025,1
7100 BLOCK OF N VANCOUVER AVE,25-911759,Property,Piedmont,5/21/2025,2316,Vandalism,Vandalism,45.574776025,-122.668573793,7646873,703103,5/22/2025,1
7100 BLOCK OF NE 82ND AVE,25-55992,Property,Other,2/26/2025,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.574412677,-122.577833031,7670097,702360,3/3/2025,1
7100 BLOCK OF NE LOMBARD ST,25-23379,Property,Cully,1/27/2025,0340,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,1/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-43137,Property,Cully,2/18/2025,1406,Robbery,Robbery,45.562634046,-122.589372771,7667032,698143,2/18/2025,1
7100 BLOCK OF NE LOMBARD ST,25-901174,Property,Cully,1/12/2025,1708,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,1/14/2025,1
7100 BLOCK OF NE LOMBARD ST,25-901181,Property,Cully,1/11/2025,0044,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,1/14/2025,1
7100 BLOCK OF NE LOMBARD ST,25-901883,Property,Cully,1/19/2025,1929,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,1/22/2025,1
7100 BLOCK OF NE LOMBARD ST,25-901884,Property,Cully,1/21/2025,0041,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,1/22/2025,1
7100 BLOCK OF NE LOMBARD ST,25-904781,Property,Cully,2/25/2025,2343,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,2/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-904782,Property,Cully,2/25/2025,1935,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,2/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-904783,Property,Cully,2/25/2025,0251,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,2/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-905225,Property,Cully,3/1/2025,2244,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,3/5/2025,1
7100 BLOCK OF NE LOMBARD ST,25-905293,Property,Cully,2/27/2025,2348,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,3/5/2025,1
7100 BLOCK OF NE LOMBARD ST,25-906344,Property,Cully,3/17/2025,0322,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,3/18/2025,1
7100 BLOCK OF NE LOMBARD ST,25-907093,Property,Cully,3/24/2025,2022,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,3/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-907152,Property,Cully,3/22/2025,0443,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,3/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-907154,Property,Cully,3/15/2025,1420,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,3/27/2025,1
7100 BLOCK OF NE LOMBARD ST,25-911106,Property,Cully,4/30/2025,2155,Fraud Offenses,Credit Card/ATM Fraud,45.562634046,-122.589372771,7667032,698143,5/13/2025,1
7100 BLOCK OF NE LOMBARD ST,25-911474,Property,Cully,5/11/2025,1443,Larceny Offenses,Shoplifting,45.562634046,-122.589372771,7667032,698143,5/19/2025,1
7100 BLOCK OF NW FRONT AVE,25-17183,Society,Northwest Industrial,1/20/2025,0931,Weapon Law Violations,Weapons Law Violations,45.574942165,-122.749207594,7626235,703728,1/20/2025,1
7100 BLOCK OF S MACADAM AVE,25-73322,Property,South Portland,3/22/2025,1251,Vandalism,Vandalism,45.472864103,-122.671548217,7645113,665979,3/22/2025,1
7100 BLOCK OF SE 27TH AVE,25-81146,Property,Eastmoreland,3/30/2025,1050,Vandalism,Vandalism,45.473205032,-122.635824553,7654277,665859,3/30/2025,1
7100 BLOCK OF SE 27TH AVE,25-901870,Property,Eastmoreland,1/22/2025,0200,Vandalism,Vandalism,45.473205032,-122.635824553,7654277,665859,1/22/2025,1
7100 BLOCK OF SE 42ND AVE,25-128865,Property,Woodstock,5/17/2025,1018,Burglary,Burglary,45.471544392,-122.619430888,7658465,665143,5/17/2025,1
7100 BLOCK OF SE 69TH AVE,25-90221,Property,Brentwood-Darlington,4/4/2025,0930,Larceny Offenses,Theft From Motor Vehicle,45.471382957,-122.592335063,7665412,664903,4/8/2025,1
7100 BLOCK OF SE 78TH AVE,25-909275,Property,Brentwood-Darlington,6/6/2022,2359,Burglary,Burglary,45.471254883,-122.582932637,7667822,664794,4/19/2025,1
7100 BLOCK OF SE 82ND AVE,25-56684,Property,Brentwood-Darlington,2/28/2025,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.471282770,-122.579123888,7668799,664779,3/4/2025,1
7100 BLOCK OF SE 85TH AVE,25-26190,Property,Lents,1/30/2025,0812,Arson,Arson,45.471296024,-122.575965814,7669609,664763,1/30/2025,1
7100 BLOCK OF SE 112TH AVE,25-131953,Property,Pleasant Valley,4/13/2025,0000,Fraud Offenses,Identity Theft,45.470955440,-122.548033577,7676769,664456,5/20/2025,1
7100 BLOCK OF SE CENTER ST,25-908269,Property,Foster-Powell,4/8/2025,1435,Burglary,Burglary,45.493792986,-122.589918713,7666243,673055,4/9/2025,1
7100 BLOCK OF SE DUKE ST,25-52319,Property,Brentwood-Darlington,2/27/2025,1943,Robbery,Robbery,45.475840240,-122.589835627,7666095,666511,2/27/2025,1
7100 BLOCK OF SE FLAVEL ST,25-48198,Person,Brentwood-Darlington,2/23/2025,1837,Assault Offenses,Aggravated Assault,45.468607973,-122.589838739,7666026,663875,2/23/2025,1
7100 BLOCK OF SE FLAVEL ST,25-106119,Property,Brentwood-Darlington,4/24/2025,1723,Robbery,Robbery,45.468607973,-122.589838739,7666026,663875,4/24/2025,1
7100 BLOCK OF SE FLAVEL ST,25-117856,Person,Brentwood-Darlington,5/6/2025,1140,Assault Offenses,Simple Assault,45.468607973,-122.589838739,7666026,663875,5/6/2025,1
7100 BLOCK OF SE FLAVEL ST,25-117856,Property,Brentwood-Darlington,5/6/2025,1140,Robbery,Robbery,45.468607973,-122.589838739,7666026,663875,5/6/2025,1
7100 BLOCK OF SE FOSTER RD,25-30013,Property,Foster-Powell,11/1/2024,0000,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.486764948,-122.589706997,7666231,670492,2/3/2025,1
7100 BLOCK OF SE FOSTER RD,25-36186,Property,Mt Scott-Arleta,2/10/2025,0536,Burglary,Burglary,45.486689714,-122.589770538,7666214,670465,2/10/2025,1
7100 BLOCK OF SE FOSTER RD,25-37901,Property,Mt Scott-Arleta,2/12/2025,0846,Burglary,Burglary,45.486689714,-122.589770538,7666214,670465,2/12/2025,1
7100 BLOCK OF SE GLADSTONE ST,25-52945,Property,Foster-Powell,2/28/2025,1239,Fraud Offenses,Identity Theft,45.493172542,-122.589638423,7666309,672827,2/28/2025,1
7100 BLOCK OF SE HAROLD ST,25-141868,Person,Mt Scott-Arleta,5/29/2025,2004,Assault Offenses,Simple Assault,45.483012436,-122.589514382,7666245,669123,5/29/2025,1
7100 BLOCK OF SE MITCHELL ST,25-911573,Property,Mt Scott-Arleta,5/19/2025,1902,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.485524668,-122.589715985,7666217,670040,5/20/2025,1
7100 BLOCK OF SE POWELL BLVD,25-986,Person,South Tabor,1/2/2025,0443,Assault Offenses,Simple Assault,45.497482383,-122.589508273,7666383,674397,1/2/2025,2
7100 BLOCK OF SE POWELL BLVD,25-28771,Property,South Tabor,2/1/2025,2221,Robbery,Robbery,45.497482383,-122.589508273,7666383,674397,2/1/2025,1
7100 BLOCK OF SE POWELL BLVD,25-89080,Property,South Tabor,4/7/2025,1706,Larceny Offenses,Shoplifting,45.497482383,-122.589508273,7666383,674397,4/7/2025,1
7100 BLOCK OF SE POWELL BLVD,25-121821,Property,South Tabor,5/10/2025,0230,Larceny Offenses,Shoplifting,45.497482383,-122.589508273,7666383,674397,5/10/2025,1
7100 BLOCK OF SE SHERRETT ST,25-904073,Property,Brentwood-Darlington,2/18/2025,1450,Fraud Offenses,Identity Theft,45.462407081,-122.590004536,7665925,661616,2/18/2025,1
7100 BLOCK OF SW 5TH AVE,25-911696,Property,Hillsdale,5/19/2025,1930,Larceny Offenses,Theft From Motor Vehicle,45.472795687,-122.683544934,7642036,666037,5/20/2025,1
7100 BLOCK OF SW 29TH AVE,25-901556,Property,Multnomah,1/16/2025,0810,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.472760702,-122.706754640,7636084,666186,1/18/2025,1
7100 BLOCK OF SW GARDEN HOME RD,25-112551,Property,Ashcreek,4/30/2025,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.465750286,-122.750431108,7624813,663940,5/1/2025,1
7100 BLOCK OF SW OLESON RD,25-903707,Property,Other,2/13/2025,0900,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.468395776,-122.750126418,7624918,664902,2/13/2025,1
7100 BLOCK OF SW OLESON RD,25-909071,Property,Other,3/13/2024,1835,Fraud Offenses,Identity Theft,45.468395776,-122.750126418,7624918,664902,4/18/2025,1
7200 BLOCK OF E BURNSIDE ST,25-114664,Property,Mt Tabor,5/3/2025,0351,Vandalism,Vandalism,45.523058607,-122.588431638,7666900,683712,5/3/2025,1
7200 BLOCK OF N ALBINA AVE,25-908334,Property,Piedmont,4/10/2025,1519,Larceny Offenses,All Other Larceny,45.575466117,-122.674745469,7645300,703397,4/10/2025,1
7200 BLOCK OF N ALTA AVE,25-135960,Person,Cathedral Park,5/24/2025,0703,Assault Offenses,Simple Assault,45.589976568,-122.756544924,7624510,709260,5/24/2025,1
7200 BLOCK OF N ARMOUR ST,25-901466,Property,St Johns,1/17/2025,0630,Vandalism,Vandalism,45.598287743,-122.736704410,7629671,712148,1/17/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-1574,Property,Cathedral Park,12/31/2024,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.589168620,-122.755352161,7624807,708957,1/2/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-26309,Property,Cathedral Park,1/29/2025,1900,Vandalism,Vandalism,45.589168620,-122.755352161,7624807,708957,1/30/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-28342,Property,Cathedral Park,2/1/2025,1417,Vandalism,Vandalism,45.589168620,-122.755352161,7624807,708957,2/1/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-44675,Property,Cathedral Park,2/20/2025,0237,Vandalism,Vandalism,45.589168620,-122.755352161,7624807,708957,2/20/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-78048,Property,Cathedral Park,3/26/2025,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.589168620,-122.755352161,7624807,708957,3/27/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-91710,Property,Cathedral Park,4/9/2025,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.589168620,-122.755352161,7624807,708957,4/10/2025,1
7200 BLOCK OF N BURLINGTON AVE,25-139949,Property,Cathedral Park,5/28/2025,0613,Larceny Offenses,All Other Larceny,45.589168620,-122.755352161,7624807,708957,5/28/2025,1
7200 BLOCK OF N CHASE AVE,25-143772,Property,Arbor Lodge,5/31/2025,1453,Larceny Offenses,All Other Larceny,45.575630089,-122.704896387,7637584,703666,5/31/2025,1
